National Drug Code,ahfscc,tee_code,route_admin,brand_indicator,rx_otc,last_chg_dt,brand_name,gpi,rx_group,drug_class,gen_nm,fd_drug_name,manufacturer_name,dosage_form,unit,strength,usc,usc_desc
38396054114,682292,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,RA GLUCOSE,2.73099E+13,ANTIDIABETICS,DIABETIC OTHER,GLUCOSE-VITAMIN C,GLUCOSE-VITAMIN C CHEW TAB 4-0.006 GM,PERRIGO DIABETES CARE,TABLET CHEWABLE, ,0,60700,"NUTRIENTS & SUPPLEMENTS,OTH"
38396054132,682292,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,WALGREENS GLUCOSE,2.73099E+13,ANTIDIABETICS,DIABETIC OTHER,GLUCOSE-VITAMIN C,GLUCOSE-VITAMIN C CHEW TAB 4-0.006 GM,PERRIGO DIABETES CARE,TABLET CHEWABLE, ,0,60700,"NUTRIENTS & SUPPLEMENTS,OTH"
38396054764,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,GNP LANCETS SUPER THIN 30G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396062102,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,PX PEN NEEDLE 29GX12MM,9.70511E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN PEN NEEDLE,"INSULIN PEN NEEDLE 29 G X 12 MM (1/2"")",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396070264,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,GNP CLICKFINE UNIVERSAL PEN,9.70511E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN PEN NEEDLE,"INSULIN PEN NEEDLE 31 G X 8 MM (1/3"" OR 5/16"")",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396070293,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,CLICKFINE UNIVERSAL PEN NEEDLES,9.70511E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN PEN NEEDLE,"INSULIN PEN NEEDLE 31 G X 8 MM (1/3"" OR 5/16"")",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396070339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM LANCETS 21G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396070693,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,CLICKFINE UNIVERSAL PEN NEEDLES,9.70511E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN PEN NEEDLE,"INSULIN PEN NEEDLE 31 G X 6 MM (1/4"")",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396071339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM THIN LANCETS 26G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396072339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM SUPER THIN LANCETS 30G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396073339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM LANCETS 21G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396075339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM THIN LANCETS 26G,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396076339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM INSULIN SYRINGE/U-100/0.5ML/28G,9.7051E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN SYRINGE/NEEDLE U-100,"INSULIN SYRINGE/NEEDLE U-100 1/2 ML 28 X 1/2""",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396080339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM INSULIN SYRINGE/U-100/1ML/29G,9.7051E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN SYRINGE/NEEDLE U-100,"INSULIN SYRINGE/NEEDLE U-100 1 ML 29 X 1/2""",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38396081339,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,SM INSULIN SYRINGE/U-100/0.3ML/30G,9.7051E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN SYRINGE/NEEDLE U-100,"INSULIN SYRINGE/NEEDLE U-100 0.3 ML 30 X 5/16""",PERRIGO DIABETES CARE,MISCELLANEOUS, ,0, , 
38415000011,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,26-Jun-08,ALCOHOL PREP PADS,9.7703E+13,MEDICAL DEVICES AND SUPPLIES,MISC. DEVICES,ALCOHOL SWABS,ALCOHOL SWABS,SPECIALTY MEDICAL SUPPLIES,PAD,%,70, , 
38415010028,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,LANCETS TWIST TOP,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,SPECIALTY MEDICAL SUPPLIES,MISCELLANEOUS, ,0, , 
38415010030,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,LANCETS 30G TWIST TOP,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCETS,LANCETS,SPECIALTY MEDICAL SUPPLIES,MISCELLANEOUS, ,0, , 
38415051001,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,LANCING DEVICE,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCET DEVICES,LANCET DEVICES,SPECIALTY MEDICAL SUPPLIES,MISCELLANEOUS, ,0, , 
38415051002,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,ALTERNATE SITE LANCING DEVICE,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,LANCET DEVICES,LANCET DEVICES,SPECIALTY MEDICAL SUPPLIES,MISCELLANEOUS, ,0, , 
38703000523,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,CANE/ALUMINUM/ADJUSTABLE/DEVON,9.77E+13,MEDICAL DEVICES AND SUPPLIES,MISC. DEVICES,MISC. DEVICES,MISC. DEVICES,MCKESSON HOME HEALTH CARE,MISCELLANEOUS, ,0, , 
38703000644,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,COOL MIST HUMIDIFIER,9.7102E+13,MEDICAL DEVICES AND SUPPLIES,RESPIRATORY THERAPY SUPPLIES,HUMIDIFIERS,HUMIDIFIERS,MCKESSON HOME HEALTH CARE,MISCELLANEOUS, ,0, , 
38703009800,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,HEATING PAD DRY/3 YEAR WARRANTY,9.7371E+13,MEDICAL DEVICES AND SUPPLIES,HEATING/COOLING AIDS,HEATING PADS,HEATING PADS,MCKESSON HOME HEALTH CARE,PAD, ,0, , 
38779007805,280804,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,KETOPROFEN,6.61E+13,ANALGESICS - ANTI-INFLAMMATORY,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),KETOPROFEN,KETOPROFEN POWDER,MEDISCA,POWDER, ,0,78120,CRUDE/BULK MED
38779008604,680800,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,METHYLTESTOSTERONE,2.31E+13,ANDROGENS-ANABOLIC,ANDROGENS,METHYLTESTOSTERONE,METHYLTESTOSTERONE POWDER,MEDISCA,POWDER, ,0, , 
38779022704,242892,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,DILTIAZEM HCL,9.64858E+13,CHEMICALS,BULK CHEMICALS - D'S,DILTIAZEM HCL (BULK),DILTIAZEM HCL (BULK) POWDER,MEDISCA,POWDER, ,0,78120,CRUDE/BULK MED
38779036204,280804,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,FLURBIPROFEN,6.61E+13,ANALGESICS - ANTI-INFLAMMATORY,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),FLURBIPROFEN,FLURBIPROFEN POWDER,MEDISCA,POWDER, ,0,78120,CRUDE/BULK MED
38779036209,280804,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,FLURBIPROFEN,6.61E+13,ANALGESICS - ANTI-INFLAMMATORY,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),FLURBIPROFEN,FLURBIPROFEN POWDER,MEDISCA,POWDER, ,0,78120,CRUDE/BULK MED
38779038805,122012,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,BACLOFEN,7.51E+13,MUSCULOSKELETAL THERAPY AGENTS,CENTRAL MUSCLE RELAXANTS,BACLOFEN,BACLOFEN POWDER,MEDISCA,POWDER, ,0, , 
38779088704,281000,NOT RATED,DOES NOT APPLY,GENERIC,RX,30-Dec-15,NALTREXONE HCL,9.66842E+13,CHEMICALS,BULK CHEMICALS - N'S,NALTREXONE HCL (BULK),NALTREXONE HCL (BULK) POWDER,MEDISCA,POWDER, ,0, , 
38779190306,960000,NOT RATED,DOES NOT APPLY,GENERIC,RX,25-Jun-15,ETHOXY DIGLYCOL,9.64643E+13,CHEMICALS,BULK CHEMICALS - C'S,CARBITOL,CARBITOL LIQUID,MEDISCA,LIQUID, ,0,78120,CRUDE/BULK MED
38779229805,960000,NOT RATED,DOES NOT APPLY,TRADEMARK,RX,30-Dec-15,HYDROGEL,9.86E+13,PHARMACEUTICAL ADJUVANTS,SEMI SOLID VEHICLES,CARBOMER GEL BASE,CARBOMER GEL BASE,MEDISCA,GEL, ,0, , 
38779249303,960000,NOT RATED,EXTERNAL,GEN BRAND,RX,30-Dec-15,TRANSDERMAL PAIN BASE,9.86001E+13,PHARMACEUTICAL ADJUVANTS,SEMI SOLID VEHICLES,TRANSDERMAL BASE,TRANSDERMAL BASE CREAM,MEDISCA,CREAM, ,0, , 
38779252907,960000,NOT RATED,EXTERNAL,TRADEMARK,RX,30-Dec-15,VERSAPRO,9.86E+13,PHARMACEUTICAL ADJUVANTS,SEMI SOLID VEHICLES,CREAM BASE,CREAM BASE,MEDISCA,CREAM, ,0, , 
39822020501,561600,NOT RATED,ORAL,GENERIC,RX,30-Dec-15,PANCRELIPASE,5.12E+13,DIGESTIVE AIDS,DIGESTIVE ENZYMES,PANCRELIPASE (LIPASE-PROTEASE-AMYLASE),PANCRELIPASE (LIP-PROT-AMYL) DR CAP 5000-17000-27000 UNIT,"X-GEN PHARMACEUTICALS, INC",CAPSULE DELAYED RELEASE PARTICLES, ,0,78410,"DIGESTANTS,PLAIN"
40076062405,840406,NOT RATED,EXTERNAL,TRADEMARK,RX,30-Dec-15,DENAVIR,9.03501E+13,DERMATOLOGICALS,ANTIVIRALS - TOPICAL,PENCICLOVIR,PENCICLOVIR CREAM 1%,PRESTIUM PHARMA,CREAM,%,1,82220,HERPES ANTIVIRALS
40085021560,840412,BIOEQUIVALENCE RESOLVED,EXTERNAL,GENERIC,RX,30-Dec-15,PERMETHRIN,9.09E+13,DERMATOLOGICALS,SCABICIDES & PEDICULICIDES,PERMETHRIN,PERMETHRIN CREAM 5%,RENAISSANCE PHARMA,CREAM,%,5,37630,SCAB/PEDICULOCIDES
40085088800,840600,BIOEQUIVALENCE RESOLVED,EXTERNAL,GENERIC,RX,30-Dec-15,CLOBETASOL PROPIONATE,9.055E+13,DERMATOLOGICALS,CORTICOSTEROIDS - TOPICAL,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE FOAM 0.05%,RENAISSANCE PHARMA,FOAM,%,0.05,52230,"HORMONES,CORT PLAIN,DERM"
40565012249,840492,NOT RATED,EXTERNAL,TRADEMARK,OTC,30-Dec-15,IODOSORB,9.22E+13,ANTISEPTICS & DISINFECTANTS,IODINE ANTISEPTICS,CADEXOMER IODINE,CADEXOMER IODINE GEL 0.9%,SMITH & NEPHEW UNITED,GEL,%,0.9,21100,"ANTISEPTICS,THERAPEUTIC"
40985027113,880800,NOT RATED,SUBLINGUAL,GENERIC,OTC,30-Dec-15,B-12,8.21E+13,HEMATOPOIETIC AGENTS,COBALAMINS,CYANOCOBALAMIN,CYANOCOBALAMIN TAB SL 5000 MCG,21ST CENTURY HEALTHCARE,TABLET SUBLINGUAL,MCG,5000,48130,VITAMIN B12
40985027288,881600,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,D-5000,7.7202E+13,VITAMINS,OIL SOLUBLE VITAMINS,CHOLECALCIFEROL,CHOLECALCIFEROL TAB 5000 UNIT,21ST CENTURY HEALTHCARE,TABLET,UNIT,5000,76340,VITAMIN D
40986001005,40800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,ALLERGY RELIEF,4.155E+13,ANTIHISTAMINES,ANTIHISTAMINES - NON-SEDATING,LORATADINE,LORATADINE TAB 10 MG,CHAIN DRUG CONSORTIUM,TABLET,MG,10,14100,ANTIHISTAMINES ALONE
40986001070,40404,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,COMPLETE ALLERGY MEDICINE,4.12E+13,ANTIHISTAMINES,ANTIHISTAMINES - ETHANOLAMINES,DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL CAP 25 MG,CHAIN DRUG CONSORTIUM,CAPSULE,MG,25,14100,ANTIHISTAMINES ALONE
40986001290,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,ALCOHOL PREP PADS,9.7703E+13,MEDICAL DEVICES AND SUPPLIES,MISC. DEVICES,ALCOHOL SWABS,ALCOHOL SWABS,CHAIN DRUG CONSORTIUM,PAD,%,70, , 
40986001679,40800,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,ALLERGY RELIEF,4.155E+13,ANTIHISTAMINES,ANTIHISTAMINES - NON-SEDATING,LORATADINE,LORATADINE TAB 10 MG,CHAIN DRUG CONSORTIUM,TABLET,MG,10,14100,ANTIHISTAMINES ALONE
40986002143,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,INSULIN SYRINGE/0.5ML/31GX,9.7051E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN SYRINGE/NEEDLE U-100,"INSULIN SYRINGE/NEEDLE U-100 1/2 ML 31 X 5/16""",CHAIN DRUG CONSORTIUM,MISCELLANEOUS, ,0, , 
40986002299,40404,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,COMPLETE ALLERGY MEDICINE,4.12E+13,ANTIHISTAMINES,ANTIHISTAMINES - ETHANOLAMINES,DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL CAP 25 MG,CHAIN DRUG CONSORTIUM,CAPSULE,MG,25,14100,ANTIHISTAMINES ALONE
40986002367,940000,NOT RATED,DOES NOT APPLY,GENERIC,OTC,30-Dec-15,PEN NEEDLES 31G X 6MM,9.70511E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN PEN NEEDLE,"INSULIN PEN NEEDLE 31 G X 6 MM (1/4"")",CHAIN DRUG CONSORTIUM,MISCELLANEOUS, ,0, , 
41100008018,40800,NOT RATED,ORAL,TRADEMARK,OTC,30-Dec-15,CLARITIN,4.155E+13,ANTIHISTAMINES,ANTIHISTAMINES - NON-SEDATING,LORATADINE,LORATADINE TAB 10 MG,SCHERING-PLOUGH HEALTHCARE,TABLET,MG,10,14100,ANTIHISTAMINES ALONE
41100082071,561200,NOT AVAILABLE,ORAL,TRADEMARK,OTC,30-Dec-15,MIRALAX,4.66E+13,LAXATIVES,LAXATIVES - MISCELLANEOUS,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350 ORAL POWDER,SCHERING-PLOUGH HEALTHCARE,POWDER, ,0,56520,HYPEROSMOLAR LAX
41100082073,561200,NOT AVAILABLE,ORAL,TRADEMARK,OTC,30-Dec-15,MIRALAX,4.66E+13,LAXATIVES,LAXATIVES - MISCELLANEOUS,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350 ORAL POWDER,SCHERING-PLOUGH HEALTHCARE,POWDER, ,0,56520,HYPEROSMOLAR LAX
41163041678,280804,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,EQL ASPIRIN,6.41E+13,ANALGESICS - NONNARCOTIC,SALICYLATES,ASPIRIN,ASPIRIN TAB 325 MG,EQUALINE,TABLET,MG,325,2140,SALICYLATES AND RELATED
41163046005,401200,NOT RATED,ORAL,GEN BRAND,OTC,30-Dec-15,EQL CALCIUM/VITAMIN D/MINERALS,7.91099E+13,MINERALS & ELECTROLYTES,CALCIUM,CALCIUM CARBONATE-VITAMIN D W/ MINERALS,CALCIUM CARB-VIT D W/ MINERALS CHEW TAB 600 MG-400 UNIT,EQUALINE,TABLET CHEWABLE, ,0, , 
41163402205,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,EQL INSULIN SYRINGE/U-100/1ML/29G,9.7051E+13,MEDICAL DEVICES AND SUPPLIES,PARENTERAL THERAPY SUPPLIES,INSULIN SYRINGE/NEEDLE U-100,"INSULIN SYRINGE/NEEDLE U-100 1 ML 29 X 1/2""",EQUALINE,MISCELLANEOUS, ,0, , 
41167002670,841200,NOT RATED,EXTERNAL,TRADEMARK,OTC,30-Dec-15,BALMEX,9.0971E+13,DERMATOLOGICALS,MISC. TOPICAL,ZINC OXIDE (TOPICAL),ZINC OXIDE CREAM 11.3%,CHATTEM INC,CREAM,%,11.3,25200,BABY CREAM/OINT
41167041251,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,29-Jun-11,ALLEGRA ALLERGY,4.155E+13,ANTIHISTAMINES,ANTIHISTAMINES - NON-SEDATING,FEXOFENADINE HCL,FEXOFENADINE HCL TAB 180 MG,CHATTEM INC,TABLET,MG,180,14100,ANTIHISTAMINES ALONE
41167043102,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,29-Jun-11,ALLEGRA-D 12 HOUR ALLERGY&,4.3993E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,FEXOFENADINE-PSEUDOEPHEDRINE,FEXOFENADINE-PSEUDOEPHEDRINE TAB SR 12HR 60-120 MG,CHATTEM INC,TABLET EXTENDED RELEASE 12 HOUR, ,0,14310,ANTHST/DECN
41167043104,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,29-Jun-11,ALLEGRA-D 12 HOUR ALLERGY&,4.3993E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,FEXOFENADINE-PSEUDOEPHEDRINE,FEXOFENADINE-PSEUDOEPHEDRINE TAB SR 12HR 60-120 MG,CHATTEM INC,TABLET EXTENDED RELEASE 12 HOUR, ,0,14310,ANTHST/DECN
41167062021,840492,NOT RATED,EXTERNAL,TRADEMARK,OTC,30-Dec-15,SELSUN BLUE DAILY,9.03001E+13,DERMATOLOGICALS,ANTISEBORRHEIC PRODUCTS,SELENIUM SULFIDE,SELENIUM SULFIDE LOTION 1%,CHATTEM INC,LOTION,%,1,37610,ANTI-DANDRUFF
41167412004,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,30-Dec-15,ALLEGRA ALLERGY,4.155E+13,ANTIHISTAMINES,ANTIHISTAMINES - NON-SEDATING,FEXOFENADINE HCL,FEXOFENADINE HCL TAB 180 MG,CHATTEM INC,TABLET,MG,180,14100,ANTIHISTAMINES ALONE
41167431004,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,30-Dec-15,ALLEGRA-D 12 HOUR ALLERGY&,4.3993E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,FEXOFENADINE-PSEUDOEPHEDRINE,FEXOFENADINE-PSEUDOEPHEDRINE TAB SR 12HR 60-120 MG,CHATTEM INC,TABLET EXTENDED RELEASE 12 HOUR, ,0,14310,ANTHST/DECN
41167432007,40800,NOT AVAILABLE,ORAL,TRADEMARK,OTC,30-Dec-15,ALLEGRA-D 24 HOUR ALLERGY&,4.3993E+13,COUGH/COLD/ALLERGY,COUGH/COLD/ALLERGY COMBINATIONS,FEXOFENADINE-PSEUDOEPHEDRINE,FEXOFENADINE-PSEUDOEPHEDRINE TAB SR 24HR 180-240 MG,CHATTEM INC,TABLET EXTENDED RELEASE 24 HOUR, ,0,14310,ANTHST/DECN
41260036068,940000,NOT RATED,DOES NOT APPLY,GEN BRAND,OTC,30-Dec-15,KROGER PREMIUM BLOOD GLUCOSE,9.7202E+13,MEDICAL DEVICES AND SUPPLIES,DIABETIC SUPPLIES,BLOOD GLUCOSE MONITORING SUPPLIES,BLOOD GLUCOSE MONITORING KIT W/ DEVICE,PERRIGO DIABETES CARE,KIT, ,0, , 
41260036069,362600,NOT RATED,IN VITRO,GEN BRAND,OTC,30-Dec-15,KROGER PREMIUM BLOOD GLUCOSE,9.41E+13,DIAGNOSTIC PRODUCTS,DIAGNOSTIC TESTS,GLUCOSE BLOOD,GLUCOSE BLOOD TEST STRIP,PERRIGO DIABETES CARE,STRIP, ,0, , 
41260036070,362600,NOT RATED,IN VITRO,GEN BRAND,OTC,30-Dec-15,KROGER PREMIUM BLOOD GLUCOSE,9.41E+13,DIAGNOSTIC PRODUCTS,DIAGNOSTIC TESTS,GLUCOSE BLOOD,GLUCOSE BLOOD TEST STRIP,PERRIGO DIABETES CARE,STRIP, ,0, , 
41415000976,529200,NOT RATED,OPHTHALMIC,GEN BRAND,OTC,30-Dec-15,PX ARTIFICIAL TEARS,8.62099E+13,OPHTHALMIC AGENTS,ARTIFICIAL TEARS AND LUBRICANTS,POLYVINYL ALCOHOL-POVIDONE (OPHTH),POLYVINYL ALCOHOL-POVIDONE OPHTH SOLN 5-6 MG/ML (0.5-0.6%),PUBLIX SUPER MARKETS INC.,SOLUTION, ,0,61210,ARTIFICIAL TEARS
41616021990,520820,TOPICAL PRODUCTS - OK,OPHTHALMIC,GENERIC,RX,30-Dec-15,KETOROLAC TROMETHAMINE,8.6805E+13,OPHTHALMIC AGENTS,OPHTHALMICS - MISC.,KETOROLAC TROMETHAMINE (OPHTH),KETOROLAC TROMETHAMINE OPHTH SOLN 0.5%,SUN PHARMACEUTICAL,SOLUTION,%,0.5,61420,OPHTH NSAIDS
41616022090,520820,TOPICAL PRODUCTS - OK,OPHTHALMIC,GENERIC,RX,30-Dec-15,KETOROLAC TROMETHAMINE,8.6805E+13,OPHTHALMIC AGENTS,OPHTHALMICS - MISC.,KETOROLAC TROMETHAMINE (OPHTH),KETOROLAC TROMETHAMINE OPHTH SOLN 0.5%,SUN PHARMACEUTICAL,SOLUTION,%,0.5,61420,OPHTH NSAIDS
41616022190,520820,TOPICAL PRODUCTS - OK,OPHTHALMIC,GENERIC,RX,30-Dec-15,KETOROLAC TROMETHAMINE,8.6805E+13,OPHTHALMIC AGENTS,OPHTHALMICS - MISC.,KETOROLAC TROMETHAMINE (OPHTH),KETOROLAC TROMETHAMINE OPHTH SOLN 0.5%,SUN PHARMACEUTICAL,SOLUTION,%,0.5,61420,OPHTH NSAIDS
41616048583,100000,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,BICALUTAMIDE,2.14024E+13,ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES,ANTINEOPLASTIC - HORMONAL AND RELATED AGENTS,BICALUTAMIDE,BICALUTAMIDE TAB 50 MG,SUN PHARMACEUTICAL,TABLET,MG,50,30520,ANTINEO ANTIANDROGENS
41616058081,562836,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,26-Jun-14,PANTOPRAZOLE SODIUM,4.92701E+13,ULCER DRUGS,PROTON PUMP INHIBITORS,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM EC TAB 40 MG (BASE EQUIV),SUN PHARMACEUTICAL,TABLET DELAYED RELEASE,MG,40,23420,PROTON PUMP INHIB
41616063768,922400,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ALENDRONATE SODIUM,3.0042E+13,ENDOCRINE AND METABOLIC AGENTS - MISC.,BONE DENSITY REGULATORS,ALENDRONATE SODIUM,ALENDRONATE SODIUM TAB 35 MG,SUN PHARMACEUTICAL,TABLET,MG,35,59211,BISPHOSPHONATES
41616063868,922400,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,ALENDRONATE SODIUM,3.0042E+13,ENDOCRINE AND METABOLIC AGENTS - MISC.,BONE DENSITY REGULATORS,ALENDRONATE SODIUM,ALENDRONATE SODIUM TAB 70 MG,SUN PHARMACEUTICAL,TABLET,MG,70,59211,BISPHOSPHONATES
41616075881,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL ER,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB SR 24HR 150 MG (BASE EQUIVALENT),SUN PHARMACEUTICAL,TABLET EXTENDED RELEASE 24 HOUR,MG,150,64350,SNRI
41616075883,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL ER,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB SR 24HR 150 MG (BASE EQUIVALENT),SUN PHARMACEUTICAL,TABLET EXTENDED RELEASE 24 HOUR,MG,150,64350,SNRI
41616075983,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL ER,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB SR 24HR 75 MG (BASE EQUIVALENT),SUN PHARMACEUTICAL,TABLET EXTENDED RELEASE 24 HOUR,MG,75,64350,SNRI
41616076083,281604,BIOEQUIVALENCE RESOLVED,ORAL,GENERIC,RX,30-Dec-15,VENLAFAXINE HCL ER,5.81801E+13,ANTIDEPRESSANTS,SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITORS (SNRIS),VENLAFAXINE HCL,VENLAFAXINE HCL TAB SR 24HR 37.5 MG (BASE EQUIVALENT),SUN PHARMACEUTICAL,TABLET EXTENDED RELEASE 24 HOUR,MG,37.5,64350,SNRI
