,Title,Description,Genre,Actors,Director,rating,Year,Runtime (Minutes)
1023,Bahubali: The Beginning,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.","Action,Adventure,Drama","Prabhas, Rana Daggubati, Anushka Shetty,Tamannaah Bhatia",S.S. Rajamouli,,2015,159
1024,Dead Awake,A young woman must save herself and her friends from an ancient evil that stalks its victims through the real-life phenomenon of sleep paralysis.,"Horror,Thriller","Jocelin Donahue, Jesse Bradford, Jesse Borrego,Lori Petty",Phillip Guzman,,2016,99
1025,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",Comedy,"Mila Kunis, Kathryn Hahn, Kristen Bell,Christina Applegate",Jon Lucas,,2016,100
1026,Assassin's Creed,"When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.","Action,Adventure,Drama","Michael Fassbender, Marion Cotillard, Jeremy Irons,Brendan Gleeson",Justin Kurzel,,2016,115
1027,Why Him?,A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.,Comedy,"Zoey Deutch, James Franco, Tangie Ambrose,Cedric the Entertainer",John Hamburg,,2016,111
1028,Nocturnal Animals,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.","Drama,Thriller","Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson",Tom Ford,,2016,116
1029,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","Action,Adventure,Sci-Fi","James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",Bryan Singer,,2016,144
1030,Deadpool,A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.,"Action,Adventure,Comedy","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",Tim Miller,,2016,108
1031,Resident Evil: The Final Chapter,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","Action,Horror,Sci-Fi","Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",Paul W.S. Anderson,,2016,107
1032,Captain America: Civil War,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,"Action,Adventure,Sci-Fi","Chris Evans, Robert Downey Jr.,Scarlett Johansson, Sebastian Stan",Anthony Russo,,2016,147
1033,Interstellar,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,"Adventure,Drama,Sci-Fi","Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy",Christopher Nolan,,2014,169
1034,Doctor Strange,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","Action,Adventure,Fantasy","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",Scott Derrickson,,2016,115
1035,The Magnificent Seven,Seven gunmen in the old west gradually come together to help a poor village against savage thieves.,"Action,Adventure,Western","Denzel Washington, Chris Pratt, Ethan Hawke,Vincent D'Onofrio",Antoine Fuqua,,2016,132
1036,5- 25- 77,"Alienated, hopeful-filmmaker Pat Johnson's epic story growing up in rural Illinois, falling in love, and becoming the first fan of the movie that changed everything.","Comedy,Drama","John Francis Daley, Austin Pendleton, Colleen Camp, Neil Flynn",Patrick Read Johnson,,2007,113
1037,Sausage Party,A sausage strives to discover the truth about his existence.,"Animation,Adventure,Comedy","Seth Rogen, Kristen Wiig, Jonah Hill, Alistair Abell",Greg Tiernan,,2016,89
1038,Moonlight,"A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami.",Drama,"Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert",Barry Jenkins,,2016,111
1039,Don't Fuck in the Woods,"A group of friends are going on a camping trip to celebrate graduating college. But once they enter the woods, the proverbial shit starts to hit the fan.",Horror,"Brittany Blanton, Ayse Howard, Roman Jossart,Nadia White",Shawn Burkett,,2016,73
1040,The Founder,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into one of the biggest restaurant businesses in the world with a combination of ambition, persistence, and ruthlessness.","Biography,Drama,History","Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",John Lee Hancock,,2016,115
1041,Lowriders,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",Drama,"Gabriel Chavarria, Demián Bichir, Theo Rossi,Tony Revolori",Ricardo de Montreuil,,2016,99
1042,Pirates of the Caribbean: On Stranger Tides,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","Action,Adventure,Fantasy","Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush",Rob Marshall,,2011,136
1043,Miss Sloane,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.","Drama,Thriller","Jessica Chastain, Mark Strong, Gugu Mbatha-Raw,Michael Stuhlbarg",John Madden,,2016,132
1044,Fallen,"A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands of years.","Adventure,Drama,Fantasy","Hermione Corfield, Addison Timlin, Joely Richardson,Jeremy Irvine",Scott Hicks,,2016,91
1045,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test.","Action,Adventure,Sci-Fi","Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",Justin Lin,,2016,122
1046,The Last Face,"A director (Charlize Theron) of an international aid agency in Africa meets a relief aid doctor (Javier Bardem) amidst a political/social revolution, and together face tough choices ... See full summary »",Drama,"Charlize Theron, Javier Bardem, Adèle Exarchopoulos,Jared Harris",Sean Penn,,2016,130
1047,Star Wars: Episode VII - The Force Awakens,"Three decades after the defeat of the Galactic Empire, a new threat arises. The First Order attempts to rule the galaxy and only a ragtag group of heroes can stop them, along with the help of the Resistance.","Action,Adventure,Fantasy","Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson",J.J. Abrams,,2015,136
1048,Underworld: Blood Wars,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.","Action,Adventure,Fantasy","Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",Anna Foerster,,2016,91
1049,Mother's Day,Three generations come together in the week leading up to Mother's Day.,"Comedy,Drama","Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis",Garry Marshall,,2016,118
1050,John Wick,An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,"Action,Crime,Thriller","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",Chad Stahelski,,2014,101
1051,The Dark Knight,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the Dark Knight must come to terms with one of the greatest psychological tests of his ability to fight injustice.","Action,Crime,Drama","Christian Bale, Heath Ledger, Aaron Eckhart,Michael Caine",Christopher Nolan,,2008,152
1052,Silence,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.","Adventure,Drama,History","Andrew Garfield, Adam Driver, Liam Neeson,Tadanobu Asano",Martin Scorsese,,2016,161
1053,Don't Breathe,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","Crime,Horror,Thriller","Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",Fede Alvarez,,2016,88
1054,Me Before You,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,"Drama,Romance","Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance",Thea Sharrock,,2016,106
1055,Their Finest,"A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.","Comedy,Drama,Romance","Gemma Arterton, Sam Claflin, Bill Nighy, Jack Huston",Lone Scherfig,,2016,117
1056,Sully,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.","Biography,Drama","Tom Hanks, Aaron Eckhart, Laura Linney, Valerie Mahaffey",Clint Eastwood,,2016,96
1057,Batman v Superman: Dawn of Justice,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.","Action,Adventure,Sci-Fi","Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",Zack Snyder,,2016,151
1058,The Autopsy of Jane Doe,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.","Horror,Mystery,Thriller","Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton",André Øvredal,,2016,86
1059,The Girl on the Train,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,"Crime,Drama,Mystery","Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux",Tate Taylor,,2016,112
1060,Fifty Shades of Grey,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","Drama,Romance,Thriller","Dakota Johnson, Jamie Dornan, Jennifer Ehle,Eloise Mumford",Sam Taylor-Johnson,,2015,125
1061,The Prestige,Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,"Drama,Mystery,Sci-Fi","Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",Christopher Nolan,,2006,130
1062,Kingsman: The Secret Service,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.","Action,Adventure,Comedy","Colin Firth, Taron Egerton, Samuel L. Jackson,Michael Caine",Matthew Vaughn,,2014,129
1063,Patriots Day,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.","Drama,History,Thriller","Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman",Peter Berg,,2016,133
1064,Mad Max: Fury Road,"A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.","Action,Adventure,Sci-Fi","Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz",George Miller,,2015,120
1065,Wakefield,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,Drama,"Bryan Cranston, Jennifer Garner, Beverly D'Angelo,Jason O'Mara",Robin Swicord,,2016,106
1066,Deepwater Horizon,"A dramatization of the April 2010 disaster, when the offshore drilling rig Deepwater Horizon exploded and created the worst oil spill in U.S. history.","Action,Drama,Thriller","Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont",Peter Berg,,2016,107
1067,The Promise,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","Drama,History","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho",Terry George,,2016,133
1068,Allied,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.","Action,Drama,Romance","Brad Pitt, Marion Cotillard, Jared Harris, Vincent Ebrahim",Robert Zemeckis,,2016,124
1069,A Monster Calls,A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,"Drama,Fantasy","Lewis MacDougall, Sigourney Weaver, Felicity Jones,Toby Kebbell",J.A. Bayona,,2016,108
1070,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.","Drama,Romance","Will Smith, Edward Norton, Kate Winslet, Michael Peña",David Frankel,,2016,97
1071,Zootopia,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Animation,Adventure,Comedy","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate",Byron Howard,,2016,108
1072,Pirates of the Caribbean: At World's End,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","Action,Adventure,Fantasy","Johnny Depp, Orlando Bloom, Keira Knightley,Geoffrey Rush",Gore Verbinski,,2007,169
1073,The Avengers,Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.,"Action,Sci-Fi","Robert Downey Jr., Chris Evans, Scarlett Johansson,Jeremy Renner",Joss Whedon,,2012,143
1074,Inglourious Basterds,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Adventure,Drama,War","Brad Pitt, Diane Kruger, Eli Roth,Mélanie Laurent",Quentin Tarantino,,2009,153
1075,Pirates of the Caribbean: Dead Man's Chest,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.","Action,Adventure,Fantasy","Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",Gore Verbinski,,2006,151
1076,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.","Action,Comedy,Fantasy","Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones",Paul Feig,,2016,116
1077,Inception,"A thief, who steals corporate secrets through use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO.","Action,Adventure,Sci-Fi","Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe",Christopher Nolan,,2010,148
1078,Captain Fantastic,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.","Comedy,Drama","Viggo Mortensen, George MacKay, Samantha Isler,Annalise Basso",Matt Ross,,2016,118
1079,The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Biography,Comedy,Crime","Leonardo DiCaprio, Jonah Hill, Margot Robbie,Matthew McConaughey",Martin Scorsese,,2013,180
1080,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Crime,Drama,Mystery","Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",David Fincher,,2014,149
1081,Furious Seven,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"Action,Crime,Thriller","Vin Diesel, Paul Walker, Dwayne Johnson, Jason Statham",James Wan,,2015,137
1082,Jurassic World,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.","Action,Adventure,Sci-Fi","Chris Pratt, Bryce Dallas Howard, Ty Simpkins,Judy Greer",Colin Trevorrow,,2015,124
1083,Live by Night,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.","Crime,Drama","Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina",Ben Affleck,,2016,129
1084,Avatar,A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Action,Adventure,Fantasy","Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",James Cameron,,2009,162
1085,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Crime,Drama,Mystery","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",Quentin Tarantino,,2015,187
1086,The Accountant,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.","Action,Crime,Drama","Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal",Gavin O'Connor,,2016,128
1087,Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","Crime,Drama,Mystery","Hugh Jackman, Jake Gyllenhaal, Viola Davis,Melissa Leo",Denis Villeneuve,,2013,153
1088,Warcraft,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.","Action,Adventure,Fantasy","Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper",Duncan Jones,,2016,123
1089,The Help,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",Drama,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard",Tate Taylor,,2011,146
1090,War Dogs,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","Comedy,Crime,Drama","Jonah Hill, Miles Teller, Steve Lantz, Gregg Weiner",Todd Phillips,,2016,114
1091,Avengers: Age of Ultron,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.","Action,Adventure,Sci-Fi","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Joss Whedon,,2015,141
1092,The Nice Guys,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.","Action,Comedy,Crime","Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",Shane Black,,2016,116
1093,Kimi no na wa,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?","Animation,Drama,Fantasy","Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yuki",Makoto Shinkai,,2016,106
1094,The Void,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.","Horror,Mystery,Sci-Fi","Aaron Poole, Kenneth Welsh,Daniel Fathers, Kathleen Munroe",Jeremy Gillespie,,2016,90
1095,Personal Shopper,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,"Drama,Mystery,Thriller","Kristen Stewart, Lars Eidinger, Sigrid Bouaziz,Anders Danielsen Lie",Olivier Assayas,,2016,105
1096,The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Crime,Drama,Thriller","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg",Martin Scorsese,,2006,151
1097,Legend,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,"Biography,Crime,Drama","Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",Brian Helgeland,,2015,132
1098,Thor,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.","Action,Adventure,Fantasy","Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston",Kenneth Branagh,,2011,115
1099,The Martian,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.","Adventure,Drama,Sci-Fi","Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",Ridley Scott,,2015,144
1100,Contratiempo,A young businessman faces a lawyer trying to prove his innocence by the assassination of his lover.,"Crime,Mystery,Thriller","Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie",Oriol Paulo,,2016,106
1101,The Man from U.N.C.L.E.,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.","Action,Adventure,Comedy","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",Guy Ritchie,,2015,116
1102,Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"Crime,Drama,Thriller","Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham",David Mackenzie,,2016,102
1103,The Comedian,A look at the life of an aging insult comic named Jack Burke.,Comedy,"Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco",Taylor Hackford,,2016,120
1104,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","Action,Adventure,Drama","Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz",David Yates,,2016,110
1105,All We Had,A mother struggles to make a better life for her daughter.,Drama,"Eve Lindley, Richard Kind, Mark Consuelos, Katherine Reis",Katie Holmes,,2016,105
1106,Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a breath-taking humanoid A.I.,"Drama,Mystery,Sci-Fi","Alicia Vikander, Domhnall Gleeson, Oscar Isaac,Sonoya Mizuno",Alex Garland,,2014,108
1107,The Belko Experiment,"In a twisted social experiment, 80 Americans are locked in their high-rise corporate office in Bogotá, Colombia and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.","Action,Horror,Thriller","John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",Greg McLean,,2016,89
1108,12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Biography,Drama,History","Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt",Steve McQueen,,2013,134
1109,The Bad Batch,A dystopian love story in a Texas wasteland and set in a community of cannibals.,"Romance,Sci-Fi","Keanu Reeves, Jason Momoa, Jim Carrey, Diego Luna",Ana Lily Amirpour,,2016,118
1110,300,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"Action,Fantasy,War","Gerard Butler, Lena Headey, David Wenham, Dominic West",Zack Snyder,,2006,117
1111,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Adventure,Drama,Fantasy","Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",David Yates,,2011,130
1112,Office Christmas Party,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...",Comedy,"Jason Bateman, Olivia Munn, T.J. Miller,Jennifer Aniston",Josh Gordon,,2016,105
1113,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.","Horror,Thriller","Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",Nicolas Winding Refn,,2016,118
1114,Dangal,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"Action,Biography,Drama","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh,Sanya Malhotra",Nitesh Tiwari,,2016,161
1115,10 Cloverfield Lane,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.","Drama,Horror,Mystery","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",Dan Trachtenberg,,2016,104
1116,Finding Dory,"The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.","Animation,Adventure,Comedy","Ellen DeGeneres, Albert Brooks,Ed O'Neill, Kaitlin Olson",Andrew Stanton,,2016,97
1117,Miss Peregrine's Home for Peculiar Children,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.","Adventure,Drama,Family","Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench",Tim Burton,,2016,127
1118,Divergent,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","Adventure,Mystery,Sci-Fi","Shailene Woodley, Theo James, Kate Winslet, Jai Courtney",Neil Burger,,2014,139
1119,Mike and Dave Need Wedding Dates,"Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.","Adventure,Comedy,Romance","Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza",Jake Szymanski,,2016,98
1120,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for.",Action,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov",Todor Chapkanov,,2016,86
1121,The Dark Knight Rises,"Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his imposed exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.","Action,Thriller","Christian Bale, Tom Hardy, Anne Hathaway,Gary Oldman",Christopher Nolan,,2012,164
1122,The Jungle Book,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.","Adventure,Drama,Family","Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",Jon Favreau,,2016,106
1123,Transformers: Age of Extinction,"Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.","Action,Adventure,Sci-Fi","Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci",Michael Bay,,2014,165
1124,Nerve,"A high school senior finds herself immersed in an online game of truth or dare, where her every move starts to become manipulated by an anonymous community of ""watchers.""","Adventure,Crime,Mystery","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",Henry Joost,,2016,96
1125,Mamma Mia!,The story of a bride-to-be trying to find her real father told using hit songs by the popular '70s group ABBA.,"Comedy,Family,Musical","Meryl Streep, Pierce Brosnan, Amanda Seyfried,Stellan Skarsgård",Phyllida Lloyd,,2008,108
1126,The Revenant,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"Adventure,Drama,Thriller","Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",Alejandro González Iñárritu,,2015,156
1127,Fences,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",Drama,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo",Denzel Washington,,2016,139
1128,Into the Woods,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,"Adventure,Comedy,Drama","Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",Rob Marshall,,2014,125
1129,The Shallows,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.","Drama,Horror,Thriller","Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Brett Cullen",Jaume Collet-Serra,,2016,86
1130,Whiplash,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"Drama,Music","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",Damien Chazelle,,2014,107
1131,Furious 6,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.","Action,Crime,Thriller","Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez",Justin Lin,,2013,130
